GeneID	locus	sample_1	sample_2	status	value_1	value_2	log2FC	test_stat	p_value	q_value	significant
Zt65348	chromosome_1:1445522-1446710	ipo323	myco56	OK	179.119	183.66	0.0361243	0.0668097	0.95755	0.99889	no
Zt65354	chromosome_1:1455271-1457347	ipo323	myco56	OK	88.8581	90.3122	0.0234176	0.0384467	0.97265	0.99889	no
Zt65359	chromosome_1:1465169-1469647	ipo323	myco56	OK	29.1931	26.0444	-0.164658	-0.264087	0.7966	0.99889	no
Zt65361	chromosome_1:1470040-1471070	ipo323	myco56	OK	36.7488	41.7941	0.185602	0.335907	0.7819	0.99889	no
Zt65364	chromosome_1:1471401-1473318	ipo323	myco56	OK	39.4267	44.8549	0.186095	0.32418	0.77305	0.99889	no
Zt65370	chromosome_1:1487101-1490142	ipo323	myco56	OK	39.6879	34.3584	-0.208038	-0.343787	0.75215	0.99889	no
Zt65376	chromosome_1:1497974-1500790	ipo323	myco56	OK	101.288	96.2802	-0.0731561	-0.11011	0.91685	0.99889	no
Zt65387	chromosome_1:1521282-1521983	ipo323	myco56	OK	203.887	215.75	0.0815953	0.182806	0.9003	0.99889	no
Zt65395	chromosome_1:1524402-1525152	ipo323	myco56	OK	62.8989	60.2589	-0.0618601	-0.126688	0.929	0.99889	no
Zt65399	chromosome_1:1540786-1541899	ipo323	myco56	OK	40.2719	91.4034	1.18248	2.18196	0.074	0.918895	no
Zt65403	chromosome_1:1543206-1547078	ipo323	myco56	OK	42.474	55.3064	0.380868	0.582384	0.5818	0.99889	no
Zt65422	chromosome_1:1588562-1589747	ipo323	myco56	OK	715.408	770.22	0.106503	0.159692	0.8894	0.99889	no
Zt65433	chromosome_1:1616106-1617655	ipo323	myco56	OK	122.932	106.413	-0.20819	-0.356591	0.7492	0.99889	no
Zt65440	chromosome_1:1620486-1622356	ipo323	myco56	OK	13.7818	12.5126	-0.139384	-0.217071	0.84835	0.99889	no
Zt65448	chromosome_1:1632590-1633746	ipo323	myco56	OK	6.82412	8.15486	0.257017	0.377419	0.7662	0.99889	no
Zt65466	chromosome_1:1658660-1660879	ipo323	myco56	OK	41.932	49.4037	0.236565	0.41004	0.71635	0.99889	no
Zt65473	chromosome_1:1673813-1676648	ipo323	myco56	OK	18.19	16.3426	-0.15451	-0.24974	0.81255	0.99889	no
Zt65477	chromosome_1:1677006-1677866	ipo323	myco56	OK	134.675	95.7555	-0.492052	-1.00756	0.4489	0.99889	no
Zt65481	chromosome_1:1677966-1678959	ipo323	myco56	OK	123.822	122.71	-0.0130068	-0.0250496	0.98305	0.99889	no
Zt65482	chromosome_1:1679324-1680904	ipo323	myco56	OK	89.1093	69.2163	-0.364464	-0.636824	0.57595	0.99889	no
Zt65493	chromosome_1:1697064-1698246	ipo323	myco56	OK	86.0702	65.5721	-0.392432	-0.752789	0.5484	0.99889	no
Zt65495	chromosome_1:1700745-1701622	ipo323	myco56	OK	31.0023	35.2567	0.185521	0.339583	0.7949	0.99889	no
Zt65516	chromosome_1:1726163-1731209	ipo323	myco56	OK	44.9834	39.5471	-0.185823	-0.276219	0.79125	0.99889	no
Zt65527	chromosome_1:1745694-1750061	ipo323	myco56	OK	102.092	105.056	0.0412952	0.0412018	0.97155	0.99889	no
Zt76608	chromosome_11:50537-52940	ipo323	myco56	OK	127.389	121.236	-0.0714209	-0.107375	0.92065	0.99889	no
Zt76609	chromosome_11:56695-57524	ipo323	myco56	OK	12.7841	5.55942	-1.20134	-1.85824	0.19615	0.99889	no
Zt65536	chromosome_1:1761223-1762537	ipo323	myco56	OK	53.4767	51.3869	-0.0575116	-0.107553	0.93365	0.99889	no
Zt76618	chromosome_11:70930-71756	ipo323	myco56	OK	257.834	173.253	-0.573559	-1.17511	0.38645	0.99889	no
Zt76625	chromosome_11:94014-97883	ipo323	myco56	OK	35.2953	34.2162	-0.0447954	-0.0720491	0.9454	0.99889	no
Zt76628	chromosome_11:98573-100969	ipo323	myco56	OK	51.9594	49.821	-0.0606327	-0.102911	0.9288	0.99889	no
Zt76636	chromosome_11:176795-179619	ipo323	myco56	OK	32.6049	51.3383	0.654946	1.08887	0.31665	0.99889	no
Zt76646	chromosome_11:209653-210560	ipo323	myco56	OK	312.012	243.419	-0.358161	-0.676873	0.6053	0.99889	no
Zt76651	chromosome_11:222415-225920	ipo323	myco56	OK	88.9254	82.472	-0.108692	-0.159856	0.87785	0.99889	no
Zt76652	chromosome_11:229908-231191	ipo323	myco56	OK	18.6464	15.0473	-0.309398	-0.499757	0.66945	0.99889	no
Zt76657	chromosome_11:232282-233486	ipo323	myco56	OK	65.3095	99.1438	0.602231	1.13161	0.35915	0.99889	no
Zt76665	chromosome_11:267235-269146	ipo323	myco56	OK	37.1427	67.9374	0.871126	1.50411	0.18075	0.99889	no
Zt76672	chromosome_11:285226-286770	ipo323	myco56	OK	107.024	88.0423	-0.281665	-0.495842	0.6693	0.99889	no
Zt76675	chromosome_11:287572-289664	ipo323	myco56	OK	32.5505	29.663	-0.134014	-0.227059	0.8392	0.99889	no
Zt76681	chromosome_11:301077-302989	ipo323	myco56	OK	85.5569	86.8253	0.0212309	0.036217	0.97385	0.99889	no
Zt65543	chromosome_1:1767145-1769268	ipo323	myco56	OK	34.1813	31.4947	-0.118098	-0.199941	0.8521	0.99889	no
Zt76687	chromosome_11:306658-309768	ipo323	myco56	OK	26.1201	27.7323	0.0864051	0.143198	0.88995	0.99889	no
Zt76703	chromosome_11:341205-342165	ipo323	myco56	OK	11.7287	18.3718	0.647443	1.05012	0.40515	0.99889	no
Zt76712	chromosome_11:349211-350889	ipo323	myco56	OK	121.039	107.988	-0.164609	-0.276547	0.80715	0.99889	no
Zt76713	chromosome_11:353200-354861	ipo323	myco56	OK	95.6185	62.7296	-0.608144	-1.07233	0.35205	0.99889	no
Zt76721	chromosome_11:378217-379003	ipo323	myco56	OK	43.383	54.0032	0.315914	0.630983	0.66165	0.99889	no
Zt76723	chromosome_11:397324-399112	ipo323	myco56	OK	20.5843	26.4534	0.361907	0.604585	0.5926	0.99889	no
Zt76728	chromosome_11:413045-414907	ipo323	myco56	OK	528.722	356.025	-0.570529	-0.809645	0.47335	0.99889	no
Zt76739	chromosome_11:441983-443349	ipo323	myco56	OK	32.5336	53.2278	0.710247	1.26152	0.287	0.99889	no
Zt76741	chromosome_11:443478-443953	ipo323	myco56	OK	72.9316	55.0856	-0.404869	-0.951698	0.58045	0.99889	no
Zt76743	chromosome_11:469378-472120	ipo323	myco56	OK	37.289	43.6148	0.226068	0.374399	0.7196	0.99889	no
Zt76753	chromosome_11:487987-489385	ipo323	myco56	OK	5.03084	6.56983	0.385056	0.541516	0.64855	0.99889	no
Zt76762	chromosome_11:495156-496956	ipo323	myco56	OK	74.0064	46.5421	-0.669114	-1.1727	0.30145	0.99889	no
Zt76764	chromosome_11:499271-500489	ipo323	myco56	OK	171.962	125.414	-0.455394	-0.834269	0.4948	0.99889	no
Zt76772	chromosome_11:517148-521232	ipo323	myco56	OK	15.0358	15.2466	0.0200869	0.0322862	0.97605	0.99889	no
Zt65551	chromosome_1:1782569-1783698	ipo323	myco56	OK	150.015	99.6723	-0.58984	-1.1156	0.3647	0.99889	no
Zt76782	chromosome_11:535956-537342	ipo323	myco56	OK	87.2477	81.96	-0.0901975	-0.161799	0.88415	0.99889	no
Zt65552	chromosome_1:1786482-1788643	ipo323	myco56	OK	730.624	420.582	-0.79674	-1.0462	0.3497	0.99889	no
Zt76789	chromosome_11:550809-557505	ipo323	myco56	OK	8.89613	9.76012	0.133721	0.21061	0.8377	0.99889	no
Zt76790	chromosome_11:565117-566467	ipo323	myco56	OK	173.132	127.37	-0.442845	-0.766866	0.5123	0.99889	no
Zt76800	chromosome_11:627346-630293	ipo323	myco56	OK	68.7009	85.7467	0.31975	0.496459	0.64485	0.99889	no
Zt76805	chromosome_11:632514-633487	ipo323	myco56	OK	137.349	104.708	-0.39147	-0.771682	0.54255	0.99889	no
Zt76808	chromosome_11:651237-652943	ipo323	myco56	OK	51.6071	71.3657	0.467663	0.829569	0.4671	0.99889	no
Zt76815	chromosome_11:660899-662611	ipo323	myco56	OK	170.303	138.101	-0.302375	-0.479486	0.66765	0.99889	no
Zt76843	chromosome_11:741512-743458	ipo323	myco56	OK	76.7175	74.4631	-0.0430308	-0.0724211	0.9451	0.99889	no
Zt76858	chromosome_11:810262-812551	ipo323	myco56	OK	37.2453	41.1679	0.144459	0.245162	0.8218	0.99889	no
Zt76868	chromosome_11:823531-825074	ipo323	myco56	OK	63.4713	78.4861	0.306331	0.546227	0.63285	0.99889	no
Zt76870	chromosome_11:855170-856904	ipo323	myco56	OK	34.6091	39.2344	0.18097	0.314367	0.77755	0.99889	no
Zt65563	chromosome_1:1812429-1813383	ipo323	myco56	OK	44.3798	41.1106	-0.110393	-0.205589	0.86745	0.99889	no
Zt76890	chromosome_11:906074-913435	ipo323	myco56	OK	28.7117	30.7501	0.0989532	0.134356	0.893	0.99889	no
Zt76893	chromosome_11:906074-913435	ipo323	myco56	OK	10.2562	9.82364	-0.0621646	-0.0445829	0.9645	0.99889	no
Zt76905	chromosome_11:933710-936384	ipo323	myco56	OK	63.7852	73.2773	0.200143	0.321766	0.76745	0.99889	no
Zt76921	chromosome_11:953449-957265	ipo323	myco56	OK	22.7597	20.5895	-0.144575	-0.235674	0.8252	0.99889	no
Zt76924	chromosome_11:957550-959383	ipo323	myco56	OK	34.7033	30.4686	-0.18775	-0.326121	0.78	0.99889	no
Zt76944	chromosome_11:1022869-1025043	ipo323	myco56	OK	57.8979	60.0923	0.0536699	0.0900703	0.9343	0.99889	no
Zt65568	chromosome_1:1818183-1819755	ipo323	myco56	OK	123.633	95.9799	-0.36526	-0.620144	0.5888	0.99889	no
Zt76947	chromosome_11:1037881-1039987	ipo323	myco56	OK	11.7837	13.6352	0.210549	0.326648	0.77175	0.99889	no
Zt76950	chromosome_11:1069872-1073041	ipo323	myco56	OK	47.0234	41.3215	-0.186486	-0.301439	0.7775	0.99889	no
Zt76956	chromosome_11:1093550-1095123	ipo323	myco56	OK	15.7639	12.9349	-0.285356	-0.448965	0.69725	0.99889	no
Zt76974	chromosome_11:1120684-1122825	ipo323	myco56	OK	54.6906	46.2391	-0.242177	-0.413205	0.7047	0.99889	no
Zt65574	chromosome_1:1822563-1824276	ipo323	myco56	OK	55.963	48.6182	-0.202979	-0.355091	0.7517	0.99889	no
Zt77007	chromosome_11:1190713-1192501	ipo323	myco56	OK	218.336	196.304	-0.15346	-0.233586	0.8355	0.99889	no
Zt77016	chromosome_11:1206530-1208498	ipo323	myco56	OK	19.2193	17.9494	-0.0986213	-0.160556	0.8785	0.99889	no
Zt65576	chromosome_1:1828697-1830663	ipo323	myco56	OK	151.014	146.473	-0.0440454	-0.0685787	0.95185	0.99889	no
Zt77021	chromosome_11:1211622-1212947	ipo323	myco56	OK	34.6624	32.7736	-0.080839	-0.141199	0.90505	0.99889	no
Zt77046	chromosome_11:1260862-1263016	ipo323	myco56	OK	43.0095	60.0391	0.481247	0.825778	0.4519	0.99889	no
Zt77055	chromosome_11:1277034-1277703	ipo323	myco56	OK	461.555	137.944	-1.74242	-3.65881	0.01295	0.337769	no
Zt77057	chromosome_11:1279053-1280783	ipo323	myco56	OK	23.5746	47.7162	1.01725	1.73667	0.12585	0.99889	no
Zt77064	chromosome_11:1312445-1313764	ipo323	myco56	OK	44.2834	36.6386	-0.2734	-0.485482	0.6806	0.99889	no
Zt77069	chromosome_11:1336774-1337809	ipo323	myco56	OK	159.586	187.642	0.233646	0.441298	0.72275	0.99889	no
Zt77074	chromosome_11:1349427-1350986	ipo323	myco56	OK	101.146	27.6469	-1.87124	-3.28903	0.00765	0.249086	no
Zt77079	chromosome_11:1366227-1367285	ipo323	myco56	OK	69.7341	87.5562	0.328345	0.637757	0.6183	0.99889	no
Zt77082	chromosome_11:1396387-1398338	ipo323	myco56	OK	2.38399	2.55973	0.102616	0.126922	0.9142	0.99889	no
Zt77085	chromosome_11:1417300-1418983	ipo323	myco56	OK	42.2343	39.1143	-0.11072	-0.193497	0.8627	0.99889	no
Zt77089	chromosome_11:1419019-1421098	ipo323	myco56	OK	98.9584	89.8586	-0.139165	-0.224803	0.83755	0.99889	no
Zt77102	chromosome_11:1452939-1454178	ipo323	myco56	OK	175.448	169.56	-0.0492507	-0.088092	0.94215	0.99889	no
Zt77111	chromosome_11:1462961-1464648	ipo323	myco56	OK	153.811	126.2	-0.285446	-0.464369	0.681	0.99889	no
Zt65583	chromosome_1:1860265-1862284	ipo323	myco56	OK	121.013	115.176	-0.0713191	-0.116053	0.91525	0.99889	no
Zt77113	chromosome_11:1476456-1478013	ipo323	myco56	OK	84.685	171.17	1.01525	1.75251	0.1351	0.99889	no
Zt77116	chromosome_11:1489397-1490090	ipo323	myco56	OK	88.1498	75.8603	-0.216612	-0.467888	0.7502	0.99889	no
Zt77121	chromosome_11:1500715-1503806	ipo323	myco56	OK	84.5947	88.6653	0.0678015	0.10262	0.9188	0.99889	no
Zt77127	chromosome_11:1520620-1521952	ipo323	myco56	OK	72.3271	132.652	0.875033	1.59679	0.1818	0.99889	no
Zt77140	chromosome_11:1564976-1566679	ipo323	myco56	OK	34.8907	17.2413	-1.01698	-1.69803	0.13905	0.99889	no
Zt77145	chromosome_11:1566922-1568392	ipo323	myco56	OK	58.8855	52.7102	-0.159829	-0.286198	0.80375	0.99889	no
Zt77151	chromosome_11:1608713-1609676	ipo323	myco56	OK	41.0717	35.5115	-0.209858	-0.382547	0.757	0.99889	no
Zt65589	chromosome_1:1875047-1877196	ipo323	myco56	OK	80.7465	98.8901	0.292426	0.476457	0.66735	0.99889	no
Zt65593	chromosome_1:1877840-1879715	ipo323	myco56	OK	85.2766	94.4665	0.147653	0.24626	0.82415	0.99889	no
Zt65596	chromosome_1:1880201-1881044	ipo323	myco56	OK	40.6966	38.0283	-0.0978326	-0.184458	0.8897	0.99889	no
Zt65606	chromosome_1:1897219-1897561	ipo323	myco56	OK	155.609	158.305	0.0247826	0.109661	0.97295	0.99889	no
Zt65607	chromosome_1:1899042-1900774	ipo323	myco56	OK	102.152	94.1065	-0.118351	-0.199795	0.86115	0.99889	no
Zt65614	chromosome_1:1907900-1909311	ipo323	myco56	OK	328.137	276.764	-0.24564	-0.383869	0.74795	0.99889	no
Zt65617	chromosome_1:1910721-1912217	ipo323	myco56	OK	50.0176	113.242	1.17891	2.12502	0.07435	0.920886	no
Zt65626	chromosome_1:1948981-1950919	ipo323	myco56	OK	22.2023	52.6171	1.24482	2.102	0.06685	0.873728	no
Zt65636	chromosome_1:1969340-1970383	ipo323	myco56	OK	134.279	186.774	0.476066	0.923479	0.46855	0.99889	no
Zt65640	chromosome_1:1980507-1982708	ipo323	myco56	OK	35.4238	40.8136	0.204329	0.347151	0.74395	0.99889	no
Zt65650	chromosome_1:1991336-1992746	ipo323	myco56	OK	141.682	195.039	0.46111	0.777493	0.50155	0.99889	no
Zt65652	chromosome_1:1995686-1997172	ipo323	myco56	OK	166.336	154.788	-0.103805	-0.180287	0.87775	0.99889	no
Zt65661	chromosome_1:2009412-2011151	ipo323	myco56	OK	23.9346	25.7195	0.103761	0.174732	0.87735	0.99889	no
Zt65665	chromosome_1:2011408-2016857	ipo323	myco56	OK	45.8988	39.3801	-0.220989	-0.323283	0.756	0.99889	no
Zt65666	chromosome_1:2023533-2024580	ipo323	myco56	OK	65.4447	51.8843	-0.33498	-0.628449	0.61185	0.99889	no
Zt65675	chromosome_1:2045264-2047178	ipo323	myco56	OK	36.8239	35.597	-0.0488886	-0.0844354	0.9424	0.99889	no
Zt65706	chromosome_1:2125175-2127404	ipo323	myco56	OK	60.261	53.8475	-0.162347	-0.271389	0.80355	0.99889	no
Zt65710	chromosome_1:2127640-2129892	ipo323	myco56	OK	39.6057	43.4513	0.133691	0.230205	0.8345	0.99889	no
Zt65725	chromosome_1:2189681-2191185	ipo323	myco56	OK	6.69015	7.40592	0.14664	0.212085	0.861	0.99889	no
Zt65747	chromosome_1:2226022-2226918	ipo323	myco56	OK	174.193	166.33	-0.0666382	-0.145928	0.9183	0.99889	no
Zt65750	chromosome_1:2229025-2230425	ipo323	myco56	OK	85.5184	91.8562	0.103142	0.187457	0.87205	0.99889	no
Zt65760	chromosome_1:2242153-2245003	ipo323	myco56	OK	54.5198	57.3481	0.0729639	0.117002	0.9131	0.99889	no
Zt65763	chromosome_1:2245539-2246682	ipo323	myco56	OK	79.6316	41.478	-0.940994	-1.86698	0.17515	0.99889	no
Zt65778	chromosome_1:2259046-2260195	ipo323	myco56	OK	158.687	129.494	-0.293301	-0.563403	0.6493	0.99889	no
Zt65793	chromosome_1:2279892-2281481	ipo323	myco56	OK	85.3639	41.2204	-1.05027	-1.8563	0.11235	0.99889	no
Zt65799	chromosome_1:2285418-2286552	ipo323	myco56	OK	177.297	118.778	-0.577897	-1.04926	0.3897	0.99889	no
Zt65806	chromosome_1:2308951-2310597	ipo323	myco56	OK	32.0299	46.9724	0.552396	0.960508	0.40595	0.99889	no
Zt65810	chromosome_1:2318530-2319587	ipo323	myco56	OK	130.247	134.427	0.0455754	0.087302	0.9427	0.99889	no
Zt65814	chromosome_1:2319811-2320745	ipo323	myco56	OK	198.104	142.592	-0.474363	-0.911429	0.468	0.99889	no
Zt65824	chromosome_1:2328455-2330580	ipo323	myco56	OK	265.805	254.58	-0.0622533	-0.0940721	0.9316	0.99889	no
Zt65829	chromosome_1:2336740-2337911	ipo323	myco56	OK	221.215	552.87	1.32149	2.25352	0.0742	0.919987	no
Zt65833	chromosome_1:2341997-2343240	ipo323	myco56	OK	118.072	84.3673	-0.48491	-0.936805	0.4559	0.99889	no
Zt65843	chromosome_1:2361683-2363542	ipo323	myco56	OK	93.5967	82.9266	-0.174623	-0.290849	0.79145	0.99889	no
Zt65848	chromosome_1:2369306-2372837	ipo323	myco56	OK	12.04	33.5287	1.47756	2.36098	0.02805	0.534453	no
Zt65850	chromosome_1:2373261-2375020	ipo323	myco56	OK	80.1987	95.8482	0.257173	0.437746	0.6999	0.99889	no
Zt65854	chromosome_1:2378073-2379411	ipo323	myco56	OK	186.982	152.682	-0.292373	-0.501498	0.66985	0.99889	no
Zt65859	chromosome_1:2383321-2386790	ipo323	myco56	OK	61.6119	79.5824	0.369241	0.551486	0.60255	0.99889	no
Zt65863	chromosome_1:2391191-2392508	ipo323	myco56	OK	70.4448	63.1743	-0.157157	-0.286358	0.80475	0.99889	no
Zt65866	chromosome_1:2406405-2407182	ipo323	myco56	OK	41.2797	27.5825	-0.581679	-1.07685	0.42245	0.99889	no
Zt65875	chromosome_1:2419804-2420799	ipo323	myco56	OK	62.816	106.705	0.764424	1.47868	0.2479	0.99889	no
Zt65878	chromosome_1:2421232-2422637	ipo323	myco56	OK	148.722	119.577	-0.314683	-0.545892	0.6428	0.99889	no
Zt65881	chromosome_1:2432301-2434171	ipo323	myco56	OK	29.2756	32.185	0.136693	0.235022	0.8328	0.99889	no
Zt65882	chromosome_1:2454385-2457753	ipo323	myco56	OK	14.318	10.8992	-0.393606	-0.617489	0.5634	0.99889	no
Zt65888	chromosome_1:2459543-2461847	ipo323	myco56	OK	67.542	52.0302	-0.376434	-0.624244	0.56815	0.99889	no
Zt65891	chromosome_1:2462046-2464298	ipo323	myco56	OK	53.3732	49.9349	-0.0960672	-0.163411	0.8838	0.99889	no
Zt65910	chromosome_1:2484775-2485726	ipo323	myco56	OK	87.5363	108.795	0.313657	0.612568	0.6305	0.99889	no
Zt65914	chromosome_1:2486151-2487870	ipo323	myco56	OK	103.127	75.4488	-0.450856	-0.797923	0.49295	0.99889	no
Zt65916	chromosome_1:2488417-2489869	ipo323	myco56	OK	82.0916	105.198	0.357803	0.630167	0.58505	0.99889	no
Zt65923	chromosome_1:2504221-2505915	ipo323	myco56	OK	57.9462	63.7464	0.137629	0.241471	0.83125	0.99889	no
Zt65937	chromosome_1:2534434-2537778	ipo323	myco56	OK	60.5497	73.3837	0.277341	0.420184	0.69075	0.99889	no
Zt65942	chromosome_1:2543437-2546104	ipo323	myco56	OK	47.893	51.9268	0.116662	0.191432	0.85755	0.99889	no
Zt65946	chromosome_1:2549379-2551397	ipo323	myco56	OK	36.7913	48.117	0.38718	0.670523	0.54755	0.99889	no
Zt65949	chromosome_1:2551709-2553995	ipo323	myco56	OK	47.1569	41.0239	-0.201003	-0.34231	0.757	0.99889	no
Zt65952	chromosome_1:2554237-2556581	ipo323	myco56	OK	50.0136	36.737	-0.445086	-0.74834	0.5013	0.99889	no
Zt65960	chromosome_1:2573968-2574978	ipo323	myco56	OK	74.5875	55.8429	-0.417559	-0.800469	0.52125	0.99889	no
Zt65963	chromosome_1:2587872-2589219	ipo323	myco56	OK	77.1884	69.9937	-0.14116	-0.258022	0.82775	0.99889	no
Zt65966	chromosome_1:2589693-2590740	ipo323	myco56	OK	199.976	177.144	-0.174905	-0.348092	0.79035	0.99889	no
Zt65974	chromosome_1:2593348-2594490	ipo323	myco56	OK	22.0293	29.3317	0.413036	0.705579	0.5622	0.99889	no
Zt65978	chromosome_1:2597018-2598325	ipo323	myco56	OK	106.485	81.1647	-0.391731	-0.73483	0.54135	0.99889	no
Zt65995	chromosome_1:2626928-2628907	ipo323	myco56	OK	63.1992	51.3716	-0.298935	-0.523127	0.6446	0.99889	no
Zt65997	chromosome_1:2629411-2631303	ipo323	myco56	OK	1940.95	2009.31	0.0499321	0.0625634	0.95885	0.99889	no
Zt66000	chromosome_1:2634844-2636764	ipo323	myco56	OK	62.576	60.3796	-0.0515485	-0.0915574	0.93795	0.99889	no
Zt66002	chromosome_1:2639981-2641102	ipo323	myco56	OK	72.6861	68.1372	-0.0932379	-0.175828	0.88395	0.99889	no
Zt66006	chromosome_1:2641196-2642709	ipo323	myco56	OK	167.253	167.784	0.0045717	0.00753033	0.99365	0.99889	no
Zt66016	chromosome_1:2653592-2654872	ipo323	myco56	OK	56.7861	74.9562	0.400509	0.738185	0.5408	0.99889	no
Zt66023	chromosome_1:2659996-2661688	ipo323	myco56	OK	40.191	119.114	1.5674	2.66452	0.0221	0.468757	no
Zt66025	chromosome_1:2663240-2664182	ipo323	myco56	OK	382.518	291.707	-0.391009	-0.707875	0.584	0.99889	no
Zt66030	chromosome_1:2664328-2665131	ipo323	myco56	OK	1163.02	1063.69	-0.128795	-0.304581	0.8579	0.99889	no
Zt66031	chromosome_1:2669296-2670385	ipo323	myco56	OK	118.519	148.501	0.325361	0.616327	0.6126	0.99889	no
Zt66037	chromosome_1:2677808-2683379	ipo323	myco56	OK	24.5415	23.9816	-0.0332982	-0.0520383	0.9592	0.99889	no
Zt66052	chromosome_1:2694558-2696869	ipo323	myco56	OK	116.299	129.279	0.152647	0.239704	0.8273	0.99889	no
Zt66057	chromosome_1:2699048-2702065	ipo323	myco56	OK	47.3266	47.086	-0.00735397	-0.0120237	0.99035	0.99889	no
Zt66060	chromosome_1:2702528-2705667	ipo323	myco56	OK	105.331	106.492	0.0158232	0.0228579	0.98305	0.99889	no
Zt66064	chromosome_1:2707926-2710186	ipo323	myco56	OK	100.811	98.5919	-0.0321151	-0.0508118	0.9635	0.99889	no
Zt66079	chromosome_1:2726454-2727879	ipo323	myco56	OK	49.042	42.5982	-0.203227	-0.362962	0.7568	0.99889	no
Zt66101	chromosome_1:2808092-2810582	ipo323	myco56	OK	46.2056	44.6871	-0.0482098	-0.0807899	0.93825	0.99889	no
Zt66104	chromosome_1:2827193-2829178	ipo323	myco56	OK	62.0998	51.8724	-0.259621	-0.44389	0.68355	0.99889	no
Zt66113	chromosome_1:2840171-2840897	ipo323	myco56	OK	124.198	86.8617	-0.515854	-1.08368	0.4279	0.99889	no
Zt66114	chromosome_1:2841144-2843674	ipo323	myco56	OK	27.768	25.706	-0.111314	-0.186855	0.86755	0.99889	no
Zt66122	chromosome_1:2851231-2853788	ipo323	myco56	OK	31.468	31.1693	-0.0137558	-0.0231531	0.98355	0.99889	no
Zt66126	chromosome_1:2856402-2858954	ipo323	myco56	OK	44.747	37.0084	-0.27394	-0.463976	0.6719	0.99889	no
Zt66129	chromosome_1:2859407-2861105	ipo323	myco56	OK	42.4346	54.5987	0.363624	0.648009	0.57725	0.99889	no
Zt66140	chromosome_1:2877252-2878462	ipo323	myco56	OK	132.861	69.8174	-0.928259	-1.71688	0.1625	0.99889	no
Zt66153	chromosome_1:2893365-2894428	ipo323	myco56	OK	48.2337	36.7436	-0.392547	-0.724217	0.56665	0.99889	no
Zt66157	chromosome_1:2894632-2895767	ipo323	myco56	OK	111.837	158.562	0.503649	0.939906	0.4451	0.99889	no
Zt66160	chromosome_1:2896128-2897657	ipo323	myco56	OK	150.734	75.1979	-1.00324	-1.75555	0.13575	0.99889	no
Zt66163	chromosome_1:2898301-2899494	ipo323	myco56	OK	92.0061	71.3618	-0.366579	-0.678464	0.5783	0.99889	no
Zt66166	chromosome_1:2913303-2915008	ipo323	myco56	OK	270.08	178.521	-0.597292	-0.922436	0.41695	0.99889	no
Zt66175	chromosome_1:2931170-2935194	ipo323	myco56	OK	74.7319	64.4455	-0.213645	-0.311715	0.76485	0.99889	no
Zt66188	chromosome_1:2955357-2957077	ipo323	myco56	OK	78.4272	54.6587	-0.520901	-0.902933	0.4213	0.99889	no
Zt66192	chromosome_1:2967350-2968212	ipo323	myco56	OK	47.5632	45.9746	-0.0490079	-0.095558	0.9444	0.99889	no
Zt66199	chromosome_1:2969920-2974342	ipo323	myco56	OK	59.7808	55.9228	-0.0962455	-0.140391	0.8961	0.99889	no
Zt66201	chromosome_1:2980515-2984164	ipo323	myco56	OK	65.8203	59.35	-0.149285	-0.225252	0.82775	0.99889	no
Zt66216	chromosome_1:2996989-2998208	ipo323	myco56	OK	56.5162	73.6477	0.381975	0.707757	0.55205	0.99889	no
Zt66222	chromosome_1:3008600-3009366	ipo323	myco56	OK	101.431	92.596	-0.131474	-0.277964	0.84165	0.99889	no
Zt66225	chromosome_1:3012501-3013516	ipo323	myco56	OK	38.9515	41.7958	0.101678	0.18776	0.88555	0.99889	no
Zt77156	chromosome_12:34356-35736	ipo323	myco56	OK	14.1142	22.9124	0.698978	1.13704	0.34265	0.99889	no
Zt77157	chromosome_12:54859-56069	ipo323	myco56	OK	65.4988	55.3876	-0.241906	-0.444813	0.71015	0.99889	no
Zt66245	chromosome_1:3037258-3038621	ipo323	myco56	OK	359.043	270.826	-0.40679	-0.65518	0.58	0.99889	no
Zt77167	chromosome_12:75138-76179	ipo323	myco56	OK	123.47	113.594	-0.120269	-0.235566	0.85305	0.99889	no
Zt66246	chromosome_1:3040433-3043043	ipo323	myco56	OK	70.7606	55.513	-0.350121	-0.563007	0.60075	0.99889	no
Zt77172	chromosome_12:121813-124208	ipo323	myco56	OK	377.703	276.985	-0.447443	-0.513551	0.5956	0.99889	no
Zt77175	chromosome_12:128767-131812	ipo323	myco56	OK	167.086	133.195	-0.327055	-0.465538	0.6664	0.99889	no
Zt77177	chromosome_12:137290-138278	ipo323	myco56	OK	75.5542	77.0231	0.0277798	0.0576459	0.9686	0.99889	no
Zt66250	chromosome_1:3043369-3045513	ipo323	myco56	OK	144.044	178.311	0.307886	0.478954	0.66605	0.99889	no
Zt77196	chromosome_12:168339-170199	ipo323	myco56	OK	5.12971	5.40962	0.0766502	0.106603	0.92765	0.99889	no
Zt77200	chromosome_12:196335-197112	ipo323	myco56	OK	28.9682	23.9848	-0.272351	-0.489827	0.71975	0.99889	no
Zt77203	chromosome_12:198714-200641	ipo323	myco56	OK	15.6774	26.348	0.749004	1.22706	0.28125	0.99889	no
Zt77210	chromosome_12:222413-223896	ipo323	myco56	OK	43.3557	33.2915	-0.381067	-0.670466	0.5571	0.99889	no
